"PR"	"URL"	"HTTP status code"	"Content type"	"Is indexable page"	"Title"	"Title length"	"Meta description"	"Meta description length"	"H1"	"H1 length"	"Meta robots"	"Robots information in HTTP headers"	"Canonical URL"	"Canonical URL code"	"Size (bytes)"	"No. of content words"	"Depth"	"No. of href inlinks"	"No. of inlinks dofollow"	"No. of internal outlinks"	"No. of external outlinks"	"Loading time (ms)"	"Organic traffic"	"No. of backlinks"	"No. of dofollow backlinks"	"No. of nofollow backlinks"	"No. of referring domains"	"No. of referring pages"
"50"	"https://cindemirlaw.com/internet-blackmail-and-turkish-criminal-law/"	"200"	"text/html; charset=utf-8"	"true"	"Internet Blackmail and Turkish Criminal Law | Cindemir Law Office"	"65"	"Explains Internet Blackmail and Turkish Criminal Law, including procedure, risk assessment and rights of foreign nationals under Turkish law."	"141"	"Internet Blackmail and Turkish Criminal Law"	"43"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/internet-blackmail-and-turkish-criminal-law/"	"200"	"161352"	"694"	"0"	"10"	"10"	"23"	"4"	"762"	"0"	"0"	"0"	"0"	"0"	"0"
"50"	"https://cindemirlaw.com/compensation-of-damages-for-foreign-victims-due-to-terror-under-turkish-law/"	"200"	"text/html; charset=utf-8"	"true"	"Compensation of Damages for Victims due to Terror under Turkish Law"	"67"	"This article explain the subject of Compensation of Damages for Foreign Victims due to Terror under Turkish Law. It is written by an Turkish Lawyer"	"147"	"Compensation of Damages for Foreign Victims due to Terror under Turkish Law"	"75"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/compensation-of-damages-for-foreign-victims-due-to-terror-under-turkish-law/"	"200"	"164936"	"781"	"0"	"18"	"18"	"29"	"4"	"794"	"0"	"0"	"0"	"0"	"0"	"0"
"50"	"https://cindemirlaw.com/insurance-arbitration-and-compensation-claims-regarding-car-accidents-in-turkey/"	"200"	"text/html; charset=utf-8"	"true"	"Insurance Arbitration and Car Accidents in Turkey"	"49"	"This article aims to explain insurance arbitration and compensation claims regarding car accidents in Turkey. It is an article written by a Turkish Lawyer."	"155"	"Insurance Arbitration and Compensation Claims regarding Car Accidents in Turkey"	"79"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/insurance-arbitration-and-compensation-claims-regarding-car-accidents-in-turkey/"	"200"	"164685"	"757"	"0"	"15"	"15"	"30"	"4"	"857"	"0"	"1"	"0"	"1"	"1"	"1"
"50"	"https://cindemirlaw.com/wrongful-death-claim-in-turkey-under-turkish-law/"	"200"	"text/html; charset=utf-8"	"true"	"Wrongful Death Claim in Turkey"	"30"	"Wrongful Death Claim in Turkey, as in common law countries, Turkish Law also covers damages stemming from death involved incidents by third parties."	"148"	"Wrongful Death Claim in Turkey under Turkish Law"	"48"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/wrongful-death-claim-in-turkey-under-turkish-law/"	"200"	"166741"	"1130"	"0"	"15"	"15"	"32"	"4"	"800"	"0"	"0"	"0"	"0"	"0"	"0"
"30"	"https://cindemirlaw.com/?lang=zh-hans"	"200"	"text/html; charset=utf-8"	"false"	"Lawyer in Istanbul and Istanbul Lawyers - Cindemir Law Office"	"61"	"This website is about our law office in Istanbul , Turkey. we are istanbul Lawyers. Lawyer in Istanbul with Turkish lawyers"	"123"	"歡迎光臨
歡迎光臨
我們的法律團隊
关于我们
我們的法律服務"	"4
4
7
4
7"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/"	"200"	"169754"	"166"	"1"	"0"	"0"	"11"	"2"	"805"	"0"	"0"	"0"	"0"	"0"	"0"
"22"	"https://cindemirlaw.com/foreigners-and-international-protection-in-turkey/"	"200"	"text/html; charset=utf-8"	"true"	"Foreigners and International Protection in Turkey | Turkish Law"	"63"	"Explains Foreigners and International Protection in Turkey, including procedures, documents, risks and key legal points for foreign clients."	"140"	"Foreigners and International Protection in Turkey"	"49"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/foreigners-and-international-protection-in-turkey/"	"200"	"164492"	"1628"	"0"	"73"	"73"	"26"	"4"	"784"	"0"	"0"	"0"	"0"	"0"	"0"
"22"	"https://cindemirlaw.com/international-apostille-services-in-turkey/"	"200"	"text/html; charset=utf-8"	"true"	"International Apostille Services in Turkey | Cindemir Law Office"	"64"	"Explains International Apostille Services in Turkey, including procedures, documents, risks and key legal points for foreign clients."	"133"	"International Apostille Services in Turkey

International Apostille Services in Turkey
Apostille Services in Turkey (International)"	"42
0
42
44"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/international-apostille-services-in-turkey/"	"200"	"163699"	"1371"	"0"	"67"	"67"	"22"	"4"	"777"	"0"	"5"	"0"	"5"	"2"	"5"
"21"	"https://cindemirlaw.com/eu-ai-act-prohibited-practices-and-compliance-obligations/"	"200"	"text/html; charset=utf-8"	"true"	"EU AI Act: Prohibited Practices and Compliance Obligations in Turkey"	"68"	"Explains EU AI Act: Prohibited Practices and Compliance Obligations in Turkey, including procedures, documents, risks and key legal points for foreign clients."	"159"	"EU AI Act: Prohibited Practices and Compliance Obligations"	"58"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/eu-ai-act-prohibited-practices-and-compliance-obligations/"	"200"	"159768"	"598"	"0"	"42"	"42"	"20"	"4"	"751"	"0"	"0"	"0"	"0"	"0"	"0"
"21"	"https://cindemirlaw.com/opening-a-company-in-turkey-for-foreigners/"	"200"	"text/html; charset=utf-8"	"true"	"Opening a Company in Turkey for Foreigners | Cindemir Law Office"	"64"	"Explains Opening a Company in Turkey for Foreigners, including company procedures, governance, compliance and key points for foreign investors."	"143"	"Opening a Company in Turkey for Foreigners"	"42"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/opening-a-company-in-turkey-for-foreigners/"	"200"	"160875"	"761"	"0"	"29"	"29"	"27"	"4"	"797"	"0"	"0"	"0"	"0"	"0"	"0"
"21"	"https://cindemirlaw.com/p91/"	"200"	"text/html; charset=utf-8"	"true"	"Recognition of Russian Court Decisions in Turkey | Cindemir Law Office"	"70"	"Explains Recognition of Russian Court Decisions in Turkey, including procedures, documents, risks and key legal points for foreign clients."	"139"	"Recognition of Russian Court Decisions in Turkey
"	"48
0"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/p91/"	"200"	"168611"	"1566"	"0"	"55"	"55"	"33"	"4"	"861"	"0"	"1"	"1"	"0"	"1"	"1"
"21"	"https://cindemirlaw.com/malpractice-cases-in-turkey/"	"200"	"text/html; charset=utf-8"	"true"	"Medical Malpractice and Medical Negligence Claims in Turkey"	"59"	"This article is based on Medical Malpractice and Medical Negligence Claims in Turkey. It explains regarding doctor mistakes and negligence under Turkish Law."	"157"	"Medical Malpractice and Medical Negligence Claims in Turkey"	"59"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/malpractice-cases-in-turkey/"	"200"	"170725"	"1776"	"0"	"40"	"40"	"32"	"4"	"808"	"0"	"0"	"0"	"0"	"0"	"0"
"21"	"https://cindemirlaw.com/enforcement-of-a-foreign-iran-judgment-in-turkey/"	"200"	"text/html; charset=utf-8"	"true"	"Enforcement of a Foreign (Iran) Judgment in Turkey | Turkish Law"	"64"	"Explains Enforcement of a Foreign (Iran) Judgment in Turkey, including enforcement steps, documents and practical risks for creditors."	"134"	"Enforcement of a Foreign (Iran) Judgment in Turkey"	"50"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/enforcement-of-a-foreign-iran-judgment-in-turkey/"	"200"	"161515"	"790"	"0"	"26"	"26"	"24"	"4"	"808"	"0"	"0"	"0"	"0"	"0"	"0"
"21"	"https://cindemirlaw.com/crypto-assets-status-a-perspective-following-turkeys-stance-on-crypto-use/"	"200"	"text/html; charset=utf-8"	"true"	"Crypto Assets Status in Turkey | Legal Overview"	"47"	"Explains Crypto Assets Status in Turkey, focusing on crypto regulation, compliance risks and practical points for foreign clients."	"130"	"Crypto Assets Status: A Perspective Following Turkey’s Stance on Crypto Use"	"75"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/crypto-assets-status-a-perspective-following-turkeys-stance-on-crypto-use/"	"200"	"162962"	"749"	"0"	"50"	"50"	"25"	"4"	"779"	"0"	"0"	"0"	"0"	"0"	"0"
"21"	"https://cindemirlaw.com/appointment-of-a-turkish-lawyer-with-power-of-attorney/"	"200"	"text/html; charset=utf-8"	"true"	"Power of Attorney for a Turkish Lawyer | Cindemir Law Office"	"60"	"Explains Power of Attorney for a Turkish Lawyer, including procedures, documents, risks and key legal points for foreign clients."	"129"	"Appointment of a Turkish Lawyer With Power Of Attorney"	"54"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/appointment-of-a-turkish-lawyer-with-power-of-attorney/"	"200"	"164963"	"889"	"0"	"24"	"24"	"28"	"4"	"808"	"0"	"0"	"0"	"0"	"0"	"0"
"21"	"https://cindemirlaw.com/legal-services-for-digital-asset-businesses/"	"200"	"text/html; charset=utf-8"	"true"	"Legal Services for Digital Asset Businesses in Turkey | Turkish Law"	"67"	"Explains Legal Services for Digital Asset Businesses in Turkey, including procedures, documents, risks and key legal points for foreign clients."	"144"	"Legal Services for Digital Asset Businesses"	"43"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/legal-services-for-digital-asset-businesses/"	"200"	"159320"	"522"	"0"	"31"	"31"	"22"	"4"	"764"	"0"	"0"	"0"	"0"	"0"	"0"
"21"	"https://cindemirlaw.com/website-legal-services%E2%80%8B/"	"200"	"text/html; charset=utf-8"	"true"	"Website Legal Services​ in Turkey | Cindemir Law Office"	"55"	"Explains Website Legal Services​ in Turkey, including procedures, documents, risks and key legal points for foreign clients."	"124"	"Website Legal Services​"	"23"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/website-legal-services%E2%80%8B/"	"200"	"166149"	"577"	"0"	"43"	"43"	"28"	"4"	"781"	"0"	"0"	"0"	"0"	"0"	"0"
"21"	"https://cindemirlaw.com/inheritance-contracts-under-turkish-civil-code/"	"200"	"text/html; charset=utf-8"	"true"	"Inheritance Contracts under Turkish Civil Code | Cindemir Law Office"	"68"	"Explains Inheritance Contracts under Turkish Civil Code, including heirs, probate, documents and practical risks for foreign families."	"134"	"Inheritance Contracts under Turkish Civil Code"	"46"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/inheritance-contracts-under-turkish-civil-code/"	"200"	"164510"	"800"	"0"	"27"	"27"	"25"	"4"	"748"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/legal-rights-of-foreign-nationals-in-police-custody-in-istanbul/"	"200"	"text/html; charset=utf-8"	"true"	"Police Custody Rights in Istanbul in Turkey | Legal Overview"	"60"	"Explains Police Custody Rights in Istanbul in Turkey, including procedure, risk assessment and rights of foreign nationals under Turkish law."	"141"	"Legal Rights of Foreign Nationals in Police Custody in Istanbul"	"63"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/legal-rights-of-foreign-nationals-in-police-custody-in-istanbul/"	"200"	"158711"	"541"	"0"	"3"	"3"	"24"	"4"	"784"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/turkey-crypto-crimes-legal-landscape-enforcement-and-investor-protection/"	"200"	"text/html; charset=utf-8"	"true"	"Turkey Crypto Crimes | Cindemir Law Office"	"42"	"Explains Turkey Crypto Crimes, focusing on crypto regulation, compliance risks and practical points for foreign clients."	"120"	"Turkey Crypto Crimes: Legal Landscape, Enforcement, and Investor Protection"	"75"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/turkey-crypto-crimes-legal-landscape-enforcement-and-investor-protection/"	"200"	"163103"	"627"	"0"	"6"	"6"	"31"	"4"	"776"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/international-death-certificate-form-c-and-procedures-for-obtaining-in-turkey/"	"200"	"text/html; charset=utf-8"	"true"	"International Death Certificate in Turkey | Cindemir Law Office"	"63"	"Learn how to obtain and legalize a Form C Death Certificate in Turkey for inheritance, insurance, repatriation and international death registration."	"148"	"International Death Certificate: Form C and Procedures for Obtaining in Turkey
Form C Death Certificate in Turkey: How to Obtain and Legalize an International Death Record"	"78
92"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/international-death-certificate-form-c-and-procedures-for-obtaining-in-turkey/"	"200"	"170750"	"2076"	"0"	"3"	"3"	"29"	"4"	"787"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/estates-trusts/"	"200"	"text/html; charset=utf-8"	"true"	"Estates, Trusts in Turkey | Cindemir Law Office"	"47"	"Explains Estates, Trusts in Turkey, including heirs, probate, documents and practical risks for foreign families."	"113"	"Estates, Trusts"	"15"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/estates-trusts/"	"200"	"155798"	"233"	"0"	"3"	"3"	"14"	"4"	"788"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd1fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfd81fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf-3/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"Судебное разбирательство и Альтернативное решение споров"	"56"	"Мы верим в преимущества альтернативных методов разрешения споров, таких как Арбитраж и посредничество."	"102"	"Судебное разбирательство и Альтернативное решение споров"	"56"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd1fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfd81fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf-3/?lang=ru"	"200"	"161335"	"347"	"1"	"0"	"0"	"14"	"2"	"795"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/methods-of-debt-collection-in-the-light-of-turkish-law/"	"200"	"text/html; charset=utf-8"	"true"	"Methods of Debt Collection In The Light of Turkish Law"	"54"	"Methods of Debt Collection In The Light of Turkish Law Status of Foreign Legal or Personal Entities Regarding Debt Collection"	"125"	"Methods of Debt Collection In The Light of Turkish Law"	"54"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/methods-of-debt-collection-in-the-light-of-turkish-law/"	"200"	"166706"	"1082"	"0"	"11"	"11"	"34"	"4"	"764"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/form-a-document-legal-proof-of-birth-in-turkey-and-application-procedures/"	"200"	"text/html; charset=utf-8"	"true"	"Form A Birth Certificate in Turkey | Cindemir Law Office"	"56"	"Explains Form A Birth Certificate in Turkey, including procedures, documents, risks and key legal points for foreign clients."	"125"	"Form A Document: Legal Proof of Birth in Turkey and Application Procedures"	"74"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/form-a-document-legal-proof-of-birth-in-turkey-and-application-procedures/"	"200"	"158499"	"503"	"0"	"5"	"5"	"20"	"4"	"791"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/title-deeds-in-turkey-a-legal-and-historical-overview/"	"200"	"text/html; charset=utf-8"	"true"	"Title Deeds in Turkey: A Legal and Historical Overview | Turkish Law"	"68"	"Explains Title Deeds in Turkey: A Legal and Historical Overview, including title deed checks, contracts and transaction risks for foreign buyers."	"145"	"Title Deeds in Turkey: A Legal and Historical Overview"	"54"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/title-deeds-in-turkey-a-legal-and-historical-overview/"	"200"	"162260"	"797"	"0"	"5"	"5"	"29"	"4"	"748"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/obtaining-an-e-devlet-password-in-turkey-through-a-power-of-attorney/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"пароль e-Devlet по доверенности, получить пароль e-Devlet Турция, процедура e-Devlet PTT, электронное правительство Турции, доверенность Турция"	"143"	"Пароль e-Devlet в Турции может быть получен по нотариально удостоверенной доверенности. Узнайте, как проходит процедура и почему важна правильная доверенность."	"159"	"Получение пароля e-Devlet в Турции по доверенности"	"50"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/obtaining-an-e-devlet-password-in-turkey-through-a-power-of-attorney/?lang=ru"	"200"	"164029"	"645"	"1"	"0"	"0"	"13"	"2"	"770"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/cindemir-hukuk/?lang=zh-hans"	"200"	"text/html; charset=utf-8"	"true"	"Cindemir律师事务所 Al Mazaya İstanbul Ritim Residences - Cindemir Law Office"	"71"	"在我的土耳其律师联系页面，了解如何联系专业土耳其律师，解决您在土耳其的法律问题。我们提供土耳其法律咨询服务和多种语言支持。"	"61"	"Cindemir律师事务所 Al Mazaya İstanbul Ritim Residences"	"49"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/cindemir-hukuk/?lang=zh-hans"	"200"	"156725"	"182"	"1"	"0"	"0"	"14"	"2"	"796"	"0"	"0"	"0"	"0"	"0"	"0"
